word;polarity
embryonale;0
Emmens;0
emmense;0
emotieloos;-0.4
emotieloze;-0.4
emotioneel;0
emotionele;0
empathie;0.4
empathisch;0.4
empathische;0.4
empathischer;0.4
empirisch;0.1
empirische;0.1
encyclopedisch;0
encyclopedische;0
energiek;0.5
energieke;0.5
energiezuinig;0.4
energiezuinige;0.4
enerverend;-0.7
enerverende;-0.7
eng;-0.4
enge;-0.4
enig;0.6
enige;0.6
enigst;0.4
enigste;0.4
enkel;0
enkele;0
enorm;0.7
enorme;0.7
Enschedees;0
enschedese;0
enthousiasmerende;0.6
enthousiast;0.6
enthousiaste;0.6
epidemisch;-0.5
epidemische;-0.5
episch;0.1
epische;0.1
equivalent;0.2
equivalente;0.2
erbarmelijk;-0.6
erbarmelijke;-0.6
erg;-0.3
erge;-0.3
ergerlijk;-0.8
ergerlijke;-0.8
ergerniswekkend;-0.6
ergerniswekkende;-0.6
ergonomisch;0
ergonomische;0
erkend;0.3
erkende;0.3
ernstig;-0.1
ernstige;-0.1
erotisch;0.6
erotische;0.6
erudiet;0.5
erudiete;0.5
ervaren;0.8
ervarene;0.8
escaleren;-0.1
essentieel;0.1
essentiele;0.1
esthetisch;0.1
esthetische;0.1
ethisch;0.2
ethische;0.2
etnisch;0
etnische;0
etymologisch;0
etymologische;0
evangelisch;0
evangelische;0
eventueel;-0.1
eventuele;-0.1
evenwichtig;0.5
evenwichtige;0.5
evenwijdig;-0.1
evenwijdige;-0.1
evident;0.4
evidente;0.4
evolutionair;0
evolutionaire;0
exact;0.3
exacte;0.3
exceptioneel;0.1
exceptionele;0.1
excessief;-0.4
excessieve;-0.4
exemplarisch;0.2
exemplarische;0.2
exhibitionistisch;-0.7
exhibitionistische;-0.7
existentieel;0.2
existentiele;0.2
exorbitant;0
exorbitante;0
exotisch;0.4
exotische;0.4
experimenteel;0.1
experimentele;0.1
expliciet;0
expliciete;0
explosief;0.4
explosieve;0.4
expressief;0.1
expressieve;0.1
expressionistisch;0
expressionistische;0
exquis;0.7
exquize;0.7
extatisch;0.6
extatische;0.6
extra;0.4
extrae;0.4
extreem;0.1
extreem-links;-0.6
extreem-linkse;-0.6
extreem-nationalistisch;0
extreem-nationalistische;0
extreem-rechts;0
extreem-rechtse;0
extreme;0.1
extremistisch;-0.5
extremistische;-0.5
exuberant;-0.4
exuberante;-0.4
evidence based;0.4
fabelachtig;0.8
fabelachtige;0.8
fabuleus;0.7
fabuleuze;0.7
fail;-0.3
failliet;-0.3
failliete;-0.3
fair;0.6
faire;0.6
faliekant;-0.7
faliekante;-0.7
fameus;0.5
fameuze;0.5
familiaal;0.3
familiale;0.3
fanatiek;-0.2
fanatieke;-0.2
fantasierijk;0.6
fantasierijke;0.6
fantasievol;0.6
fantasievolle;0.6
fantastisch;0.5
fantastische;0.5
fascinerend;0.8
fascinerende;0.8
fascistisch;0.1
fascistische;0.1
fataal;-0.6
fatale;-0.6
fatsoenlijk;0.3
fatsoenlijke;0.3
fatterig;-0.1
fatterige;-0.1
favoriet;0.7
favoriete;0.7
feeëriek;0.7
feeërieke;0.7
feest;0.5
feestelijk;0.7
feestelijke;0.7
feilloos;0.7
feilloze;0.7
feitelijk;0
feitelijke;0
fel;0
felbegeerd;0.2
felbegeerde;0.2
fele;0
fenomenaal;0.9
fenomenale;0.9
ferm;0.7
ferme;0.7
fervent;0.4
fervente;0.4
fiasco;-0.5
fictief;-0.1
fictieve;-0.1
fictioneel;-0.1
fictionele;-0.1
figuratief;0
figuratieve;0
figuurlijk;0
figuurlijke;0
fijn;0.4
fijnbesnaard;0.4
fijnbesnaarde;0.4
fijne;0.4
fijnzinnig;0.4
fijnzinnige;0.4
fiks;0.2
fikse;0.2
filantropisch;0.6
filantropische;0.6
filmisch;0
filmische;0
filosofisch;0.2
filosofische;0.2
finaal;0
finale;0
financieel;0
financiele;0
fit;0.5
fitte;0.5
flagrant;0
flagrante;0
flamboyant;0.4
flamboyante;0.4
flauw;-0.6
flauwe;-0.6
fleurig;0.9
fleurige;0.9
Flevolands;0
flevolandse;0
flink;0.4
flinke;0.4
flinkgebouwd;0.1
flinkgebouwde;0.1
flinterdun;-0.2
flinterdunne;-0.2
flitsend;-0.1
flitsende;-0.1
flop;-0.5
florissant;0.7
florissante;0.7
fluks;0.2
flukse;0.2
flut;-0.6
flutte;-0.6
fnuikend;-0.6
fnuikende;-0.6
forfaitair;0
forfaitaire;0
formeel;0
formele;0
formidabel;1
formidabele;1
fors;0.1
forse;0.1
forsgebouwd;0.1
forsgebouwde;0.1
fortuinlijk;0.9
fortuinlijke;0.9
fout;-0.5
foute;-0.5
foutief;-0.5
foutieve;-0.5
fraai;0.6
fraaie;0.6
fragmentarisch;0
fragmentarische;0
frank;-0.2
franke;-0.2
frappant;0.3
frappante;0.3
frauduleus;-0.6
frauduleuze;-0.6
frequent;0.1
frequente;0.1
fris;0.5
frisse;0.5
fruitig;0.6
fruitige;0.6
frustratie;-0.6
functioneel;0.5
functionele;0.5
fundamentalistisch;0
fundamentalistische;0
fundamenteel;0.2
fundamentele;0.2
funest;-0.6
funeste;-0.6
furieus;-0.7
furieuze;-0.7
futiel;-0.4
futiele;-0.4
futloos;-0.4
futloze;-0.4
futuristisch;0
futuristische;0
fysiek;0
fysieke;0
fysiologisch;0
fysiologische;0
ga zo door;0.1
gaaf;0.6
gaar;0
gallisch;-0.4
gallische;-0.4
gans;0.1
ganse;0.1
gare;0
gastvrij;0.4
gastvrije;0.4
gave;0.6
gay;0
gaye;0
geacht;0.5
geachte;0.5
geavanceerd;0.3
geavanceerde;0.3
gebeten;-0.3
gebetene;-0.3
geboren;0
geborene;0
geborgen;0.3
geborgene;0.3
gebronsd;0.1
gebronsde;0.1
gebruikelijk;0
gebruikelijke;0
gebruikersvriendelijk;0.7
gebruikersvriendelijke;0.7
gecharmeerd;0.4
gecharmeerde;0.4
gecompliceerd;-0.4
gecompliceerde;-0.4
geconcentreerd;0.2
gedachteloos;-0.4
gedachteloze;-0.4
gedateerd;-0.3
gedateerde;-0.3
gedeeltelijk;-0.1
gedeeltelijke;-0.1
gedegen;0.6
gedegene;0.6
gedenkwaardig;0.6
gedenkwaardige;0.6
gedesillusioneerd;-0.6
gedesillusioneerde;-0.6
gedetailleerd;0.4
gedetailleerde;0.4
gedoemd;-0.6
gedoemde;-0.6
geducht;-0.4
geduchte;-0.4
gedupeerd;-0.4
gedupeerde;-0.4
geel;0
geëmancipeerd;0.2
geëmancipeerde;0.2
geestdodend;-0.4
geestdodende;-0.4
geestdriftig;0.6
geestdriftige;0.6
geestelijk;0
geestelijke;0
geestig;0.8
geestige;0.8
geestverruimend;0
geestverruimende;0
geeuw;-0.1
gefingeerd;-0.1
gefingeerde;-0.1
geforceerd;-0.3
geforceerde;-0.3
gefundeerd;0
gefundeerde;0
gegoed;0.4
gegoede;0.4
gegrond;0.2
gegronde;0.2
gehaaid;-0.8
gehaaide;-0.8
gehaast;-0.1
gehaaste;-0.1
gehandicapt;-0.4
gehandicapte;-0.4
geheel;0.1
geheim;0
geheime;0
geheimzinnig;0.1
geheimzinnige;0.1
gehele;0.1
gehoorzaam;0
gehoorzame;0
gehuwd;0
gehuwde;0
geinig;0.5
geinige;0.5
geïsoleerd;-0.1
geïsoleerde;-0.1
gek;0.1
gekke;0.1
gekmakend;-0.7
gekmakende;-0.7
geknipt;0.8
geknipte;0.8
gekrenkt;-0.8
gekrenkte;-0.8
gekunsteld;-0.5
gekunstelde;-0.5
gekwetst;-0.2
gekwetste;-0.2
gelaten;-0.1
gelatene;-0.1
gelauwerd;0.8
gelauwerde;0.8
geldig;0.4
geldige;0.4
geldverslindend;-0.4
geldverslindende;-0.4
geldverspilling;-0.4
gele;0
geleidelijk;0.1
geleidelijke;0.1
geletterd;0.2
geletterde;0.2
gelezen;0.3
gelezene;0.3
geliefd;0.8
geliefde;0.8
gelig;0
gelige;0
gelijk;0.1
gelijke;0.1
gelijkgestemd;0
gelijkgestemde;0
gelijkgezind;0
gelijkgezinde;0
gelijkluidend;0
gelijkluidende;0
gelijkmatig;0.6
gelijkmatige;0.6
gelijknamig;0
gelijknamige;0
gelijksoortig;0
gelijksoortige;0
gelikt;-0.4
gelikte;-0.4
geloofwaardig;0.4
geloofwaardige;0.4
gelovig;0
gelovige;0
geluidloos;0
geluidloze;0
geluidsoverlast;-0.2
gelukkig;0.8
gelukkige;0.8
gelukzalig;0.6
gelukzalige;0.6
gemaakt;-0.6
gemaakte;-0.6
gemakkelijk;0.4
gemakkelijke;0.4
gemakzuchtig;-0.9
gemakzuchtige;-0.9
gemaskerd;-0.4
gemaskerde;-0.4
gemeen;-0.3
gemeenschappelijk;0
gemeenschappelijke;0
gemeentelijk;0
gemeentelijke;0
gemene;-0.3
gemiddeld;-0.1
gemiddelde;-0.1
gemotiveerd;0.1
gemotiveerde;0.1
genaamd;-0.1
genaamde;-0.1
genadeloos;-0.6
genadeloze;-0.6
gênant;-0.6
gênante;-0.6
genealogisch;0
genealogische;0
geneeskundig;0.1
geneeskundige;0.1
generaal;0
generale;0
geniaal;0.8
geniale;0.8
geniepig;0.1
geniepige;0.1
genitaal;0
genitale;0
genoeglijk;0.8
genoeglijke;0.8
genoegzaam;-0.1
genoegzame;-0.1
genot;0.5
genoten;0.4
genuanceerd;0
genuanceerde;0
geologisch;0
geologische;0
gepantserd;-0.5
gepantserde;-0.5
gepassioneerd;0.6
gepassioneerde;0.6
geprononceerd;0
geprononceerde;0
geraffineerd;0.2
geraffineerde;0.2
gerechtelijk;0
gerechtelijke;0
gerechtigd;0.6
gerechtigde;0.6
gereformeerd;0
gereformeerde;0
geregeld;0.1
geregelde;0.1
geremd;-0.4
geremde;-0.4
gerenommeerd;0.4
gerenommeerde;0.4
gereputeerd;0.5
gereputeerde;0.5
gerespecteerd;0.5
gerespecteerde;0.5
geriatrisch;0
geriatrische;0
gerimpeld;-0.1
gerimpelde;-0.1
gering;-0.3
geringe;-0.3
geringschattend;-0.1
geringschattende;-0.1
geroutineerd;0.8
geroutineerde;0.8
geruchtmakend;-0.1
geruchtmakende;-0.1
geruim;0
geruime;0
geruisloos;0.1
geruisloze;0.1
gerust;0.4
geruste;0.4
geschiedkundig;0
geschiedkundige;0
geschikt;0.6
geschikte;0.6
gesetteld;0
gesettelde;0
geslaagd;0.8
geslaagde;0.8
geslachtsrijp;0.1
geslachtsrijpe;0.1
geslotener;-0.1
gespannen;-0.3
gespannene;-0.3
gespecialiseerd;0
gespecialiseerde;0
gestaag;0.1
gestage;0.1
gestoord;-0.4
gestoorde;-0.4
gestreept;0
gestreepte;0
gestrekt;0
gestrekte;0
gestructureerd;0.2
gestructureerde;0.2
getalenteerd;0.7
getalenteerde;0.7
getapt;0.2
getapte;0.2
getiteld;-0.1
getitelde;-0.1
getogen;0
getogene;0
getrouw;0.3
getrouwe;0.3
geurig;-0.1
geurige;-0.1
gevaarlijk;-0.6
gevaarlijke;-0.6
gevarieerd;0.2
gevarieerde;0.2
gevat;0.3
gevatte;0.3
gevecht;-0.2
gevoelig;0
gevoelige;0
gevoelsarm;-0.1
gevoelsarme;-0.1
gevoelsmatig;0
gevoelsmatige;0
gevorkt;-0.1
gevorkte;-0.1
gewapend;-0.1
gewapende;-0.1
geweldadig;-0.5
geweldadige;-0.5
gewelddadig;-0.4
gewelddadige;-0.4
geweldig;0.9
geweldige;0.9
geweldloos;0.4
geweldloze;0.4
gewend;-0.1
gewende;-0.1
gewerveld;0.1
gewervelde;0.1
gewetenloos;-0.6
gewetenloze;-0.6
gewetensvol;0.4
gewichtig;0.4
gewichtige;0.4
gewis;0
gewisse;0
gewone;0
gewonnen;0.3
gewoon;0
gewraakt;-0.7
gewraakte;-0.7
gezaag;-0.3
gezagsgetrouw;0.4
gezagsgetrouwe;0.4
gezamenlijk;0
gezamenlijke;0
gezapig;-0.1
gezapige;-0.1
gezellig;0.8
gezellige;0.8
gezind;0.6
gezinde;0.6
gezond;0.5
gezonde;0.5
gezouten;-0.4
gezoutene;-0.4
gezwind;0.2
gezwinde;0.2
giechelig;0.5
giechelige;0.5
giftig;-0.6
giftige;-0.6
gigantisch;0.3
gigantische;0.3
gijzelen;-0.2
gis;0.8
gisse;0.8
gitzwart;-0.1
gitzwarte;-0.1
glansloos;-0.4
glansloze;-0.4
glansrijk;0.7
glansrijke;0.7
glasachtig;0
glasachtige;0
glashelder;0.3
glasheldere;0.3
glazig;0.3
glazige;0.3
glibberig;-0.2
glibberige;-0.2
globaal;-0.4
globale;-0.4
gloednieuw;0.4
gloednieuwe;0.4
glorierijk;0.5
glorierijke;0.5
glorieus;0.5
glorieuze;0.5
goddelijk;0.4
goddelijke;0.4
godgans;0.1
godganse;0.1
godsdienstig;0
godsdienstige;0
godsgruwelijk;-1
godsgruwelijke;-1
godsjammerlijk;-0.7
godsjammerlijke;-0.7
godslasterlijk;-0.4
godslasterlijke;-0.4
godsonmogelijk;-0.4
godsonmogelijke;-0.4
godverdoms;-0.5
godverlaten;-0.7
godverlatene;-0.7
godvruchtig;0.8
godvruchtige;0.8
goed;0.6
goedbedoelend;0.2
goedbedoelende;0.2
goede;0.6
goedgeefs;0.4
goedgeefse;0.4
goedgelovig;-0.2
goedgelovige;-0.2
goedkeurend;0.3
goedkeurende;0.3
goedkoop;-0.1
goedkope;-0.1
goedlopend;0.1
goedlopende;0.1
goedmoedig;0.6
goedmoedige;0.6
goedwillend;0.3
goedwillende;0.3
goeie;0.6
golvend;-0.1
golvende;-0.1
goor;-0.6
gore;-0.6
gortdroge;-0.9
gortdroog;-0.9
gortig;-0.4
gortige;-0.4
gotisch;0
gotische;0
gouden;0.3
goudene;0.3
gracieus;0.4
gracieuze;0.4
gradueel;0
graduele;0
grandioos;0.6
grandioze;0.6
grappig;0.6
grappige;0.6
gratis;0.4
gratisse;0.4
gratuit;-0.5
gratuite;-0.5
grauw;-0.1
grauwe;-0.1
gregoriaans;0.2
gregoriaanse;0.2
grenzeloos;0.2
grenzeloze;0.2
gretig;0.5
gretige;0.5
grieperig;-0.5
grieperige;-0.5
griezelig;-0.8
griezelige;-0.8
grif;-0.2
griffe;-0.2
grijpgraag;-0.4
grijpgrage;-0.4
grijs;-0.1
grijsblauw;0
grijsblauwe;0
grijze;-0.1
grillig;-0.1
grillige;-0.1
grimmig;-0.5
grimmige;-0.5
groen;0.2
groene;0.2
grof;-0.3
grofgebouwd;0.1
grofgebouwde;0.1
groggy;-0.4
groggye;-0.4
grondig;0.6
grondige;0.6
Gronings;0
groningse;0
groot;0.4
grootmoedig;0.4
grootmoedige;0.4
groots;0.9
grootschalig;0.3
grootschalige;0.3
grootscheeps;0.2
grootscheepse;0.2
grootse;0.9
grootstedelijk;0
grootstedelijke;0
grote;0.4
grotendeels;0
grotesk;-0.7
groteske;-0.7
grove;-0.3
gruwel;-0.6
gruwelijk;-1
gruwelijke;-1
gruwzaam;-0.9
gruwzame;-0.9
guitig;0.4
guitige;0.4
gul;0.4
gulle;0.4
gunstig;0.4
gunstige;0.4
gure;-0.4
guur;-0.4
gynaecologisch;0.1
gynaecologische;0.1
haarscherp;0.4
haarscherpe;0.4
haastig;-0.1
haastige;-0.1
hachelijk;-0.5
hachelijke;-0.5
half;-0.1
halfautomatisch;-0.1
halfautomatische;-0.1
halfbakken;-0.6
halfbakkene;-0.6
halfdode;-0.4
halfdood;-0.4
halfhartig;-0.6
halfhartige;-0.6
halfleeg;-0.3
halflege;-0.3
halfnaakt;0.1
halfnaakte;0.1
hallucinant;0
hallucinante;0
halsstarrig;-0.8
halsstarrige;-0.8
halve;-0.1
handig;0.5
handige;0.5
handtastelijk;-0.3
handtastelijke;-0.3
handzaam;0.4
handzame;0.4
hanig;-0.7
hanige;-0.7
happig;0.5
happige;0.5
hard;0
harde;0
hardhandig;-0.6
hardhandige;-0.6
hardleers;-0.8
hardleerse;-0.8
hardnekkig;-0.2
hardnekkige;-0.2
hardvochtig;-0.5
hardvochtige;-0.5
hardwerken;0.4
hardwerkend;0.4
hardwerkende;0.4
hardwerker;0.4
harkerig;-0.1
harkerige;-0.1
harmonieus;0.6
harmonieuze;0.6
harmonisch;0.3
harmonische;0.3
hartelijk;0.7
hartelijke;0.7
hartig;0.7
hartige;0.7
hartstochtelijk;0.4
hartstochtelijke;0.4
hartveroverend;0.2
hartveroverende;0.2
hartverscheurend;-0.2
hartverscheurende;-0.2
hartverwarmend;0.8
hartverwarmende;0.8
hartvormig;0.2
hartvormige;0.2
hatelijk;-0.5
hatelijke;-0.5
hautain;-0.9
hautaine;-0.9
haveloos;-0.4
haveloze;-0.4
hebberig;-0.4
hebberige;-0.4
hecht;0.4
hechte;0.4
hectisch;-0.4
hectische;-0.4
hedendaags;0.2
hedendaagse;0.2
hedonistisch;-0.3
hedonistische;-0.3
heel;0.1
heerlijk;0.6
heerlijke;0.6
hees;-0.3
heet;0
heetgebakerd;-0.4
heetgebakerde;-0.4
heftig;0.1
heftige;0.1
heilig;-0.2
heilige;-0.2
heilloos;-0.6
heilloze;-0.6
heimelijk;-0.4
heimelijke;-0.4
helblauw;0
helblauwe;0
helder;0.2
heldere;0.2
heldhaftig;0.7
heldhaftige;0.7
hele;0.1
hels;0
helse;0
helwit;0
helwitte;0
hemels;0.7
hemelsbrede;0.2
hemelsbreed;0.2
hemelse;0.7
hemeltergend;-0.4
hemeltergende;-0.4
herfstig;-0.4
herfstige;-0.4
herhaald;0
herhaalde;0
herkenbaar;0.1
herkenbare;0.1
hermetisch;0
hermetische;0
hersenloos;-0.7
hersenloze;-0.7
hese;-0.3
hete;0
heteroseksueel;0.4
heteroseksuele;0.4
hetzelfde;0
heuristisch;0
heuristische;0
heus;0.1
heuvelachtig;0
heuvelachtige;0
heuvelig;0
heuvelige;0
heuze;0.1
hevig;0.2
hevige;0.2
high;0
highe;0
hightech;0
highteche;0
hilarisch;0.7
hilarische;0.7
hinderlijk;-0.6
hinderlijke;-0.6
hip;0.4
hippe;0.4
historisch;0
historische;0
hobbelig;-0.3
hobbelige;-0.3
hoge;0.1
Hollands;0
hollandse;0
hologig;-0.1
hologige;-0.1
homoseksueel;0.4
homoseksuele;0.4
honderdjarig;0.1
honderdjarige;0.1
honds;-0.8
hondsdol;-0.3
hondsdolle;-0.3
hondse;-0.8
hongerig;0.5
hongerige;0.5
hoofdstedelijk;0
hoofdstedelijke;0
hoofs;0
hoofse;0
hoog;0.1
hoogbegaafd;0.2
hoogbegaafde;0.2
hoogbejaard;-0.1
hoogbejaarde;-0.1
hoogblond;0
hoogblonde;0
hoogdravend;-0.6
hoogdravende;-0.6
hooggeplaatst;0.6
hooggeplaatste;0.6
hooggespannen;-0.1
hooggespannene;-0.1
hooghartig;-0.9
hooghartige;-0.9
hoogmoedig;-0.9
hoogmoedige;-0.9
hoognodig;0.3
hoognodige;0.3
hoogstaand;0.6
hoogstaande;0.6
hoogstwaarschijnlijk;0.1
hoogstwaarschijnlijke;0.1
hoogwaardig;0.6
hoogwaardige;0.6
hoogzwanger;0
hoogzwangere;0
hoopgevend;0.6
hoopgevende;0.6
hoopvol;0.5
hoopvolle;0.5
hoorbaar;0
hoorbare;0
hopeloos;-0.6
hopeloze;-0.6
horizontaal;-0.3
horizontale;-0.3
houterig;-0.4
houterige;-0.4
hovaardig;-0.9
hovaardige;-0.9
huidig;0
huidige;0
huiselijk;0.3
huiselijke;0.3
huishoudelijk;0.6
huishoudelijke;0.6
huiverig;-0.5
huiverige;-0.5
huiveringwekkend;-0.6
huiveringwekkende;-0.6
hulpeloos;-0.5
hulpeloze;-0.5
hulpvaardig;0.5
hulpvol;0.5
hulpzaam;0.5
humaan;0.5
humane;0.5
humanistisch;0
humanistische;0
humeurig;-0.4
humeurige;-0.4
humoristisch;0.6
humoristische;0.6
humorvol;0.7
humorvolle;0.7
hups;0.3
hupse;0.3
huwbaar;0.4
huwbare;0.4
hyperactief;-0.5
hyperactieve;-0.5
hypermodern;0.6
hypermoderne;0.6
hypnotisch;0.1
hypnotische;0.1
hypocriet;-0.9
hypocriete;-0.9
hypothetisch;-0.3
hypothetische;-0.3
ideaal;0.9
ideale;0.9
idealistisch;0.5
idealistische;0.5
ideëel;0.6
ideëele;0.6
idioot;-0.8
idiote;-0.8
idioten;-0.6
idolaat;0.3
idolate;0.3
ijl;-0.1
ijle;-0.1
ijselijk;-0.9
ijselijke;-0.9
ijskoud;-0.7
ijskoude;-0.7
IJslands;0
ijslandse;0
ijsvrij;0.4
ijsvrije;0.4
ijzersterk;0.9
ijzersterke;0.9
ijzig;-0.4
ijzige;-0.4
ijzingwekkend;-0.7
ijzingwekkende;-0.7
illegaal;-0.6
illegale;-0.6
illusoir;-0.1
illusoire;-0.1
illuster;0.7
illustere;0.7
illustratief;0.4
illustratieve;0.4
immens;0.2
immense;0.2
immoreel;-0.6
immorele;-0.6
immunologisch;0
immunologische;0
imperialistisch;-0.3
imperialistische;-0.3
impertinent;-0.5
impertinente;-0.5
impliciet;0.1
impliciete;0.1
impopulair;-0.4
impopulaire;-0.4
imposant;0.6
imposante;0.6
impressief;0.6
impressieve;0.6
impressionistisch;0
impressionistische;0
improductief;-0.2
improductieve;-0.2
impulsief;0
impulsieve;0
incidenteel;0.1
incidentele;0.1
inclusief;0
inclusieve;0
incoherent;-0.5
incoherente;-0.5
incompleet;-0.1
incomplete;-0.1
inconsequent;-0.8
inconsequente;-0.8
incorrect;-0.5
incorrecte;-0.5
indirect;0
indirecte;0
indiscreet;-0.2
indiscrete;-0.2
indringend;0.5
indringende;0.5
indrukwekkend;0.6
indrukwekkende;0.6
industrieel;0.4
industriele;0.4
ineffectief;-0.5
ineffectieve;-0.5
infantiel;-0.7
infantiele;-0.7
inferieur;-0.8
inferieure;-0.8
inflatoir;-0.2
inflatoire;-0.2
informatief;0.3
informatieve;0.3
infrastructureel;0.6
infrastructurele;0.6
ingeboren;0
ingeborene;0
ingenieus;0.7
ingenieuze;0.7
ingetogen;0.1
ingetogene;0.1
ingevroren;-0.2
ingevrorene;-0.2
ingewikkeld;-0.3
ingewikkelde;-0.3
ingrijpend;0.1
ingrijpende;0.1
inhoudelijk;0
inhoudelijke;0
initiatief;0.2
initiatiefname;0.1
initiatiefrijk;0.1
initiatiefrijke;0.1
initiatiefrijker;0.1
initiatiefvol;0.1
initiatiefvolle;0.1
inktzwart;-0.1
inktzwarte;-0.1
inlevend;0.4
innerlijk;0
innerlijke;0
innig;0.3
innige;0.3
insolvent;-0.1
insolvente;-0.1
inspannend;-0.3
inspannende;-0.3
inspirerend;0.5
inspirerende;0.5
instemmend;0.1
instemmende;0.1
instinctief;0
instinctieve;0
instinctmatig;0.3
instinctmatige;0.3
instructief;0.6
instructieve;0.6
instrumentaal;0.1
instrumentale;0.1
instrumenteel;0.6
instrumentele;0.6
integer;0.5
integere;0.5
intellectueel;0.3
intellectuele;0.3
intelligent;0.8
intelligente;0.8
intens;0.4
intense;0.4
interessant;0.6
interessante;0.6
interesse;0.3
intergemeentelijk;0
intergemeentelijke;0
internationaal;0
internationale;0
intiem;0.3
intieme;0.3
intimiderend;-0.45
intolerant;-0.8
intolerante;-0.8
intrigerend;0.6
intrigerende;0.6
intrinsiek;0.2
intrinsieke;0.2
invalide;-0.1
inventief;0.5
inventieve;0.5
invloedrijk;0.8
invloedrijke;0.8
invoelbaar;0.4
Invoelbare;0.4
invoelend;0.4
invoelende;0.4
inzichtelijk;0.4
inzichtelijke;0.4
ironisch;0.2
ironische;0.2
irrationeel;-0.6
irrationele;-0.6
irreëel;-0.4
irreëele;-0.4
irrelevant;-0.3
irrelevante;-0.3
irritant;-0.7
irritante;-0.7
irritatie;-0.4
jachtig;0.2
jachtige;0.2
Jakartaans;0
jakartaanse;0
jaloers;-0.6
jaloerse;-0.6
jammer;-0.5
jammere;-0.5
jammerlijk;-0.5
jammerlijke;-0.5
jarenlang;0
jarenlange;0
jarig;0.1
jarige;0.1
jazzy;0.1
jazzye;0.1
jemig;0.3
jeugdig;0.4
jeugdige;0.4
jolig;-0.4
jolige;-0.4
jong;0.1
jonge;0.1
jonggestorven;-0.1
jonggestorvene;-0.1
journalistiek;0.1
journalistieke;0.1
juist;0.5
juiste;0.5
juridisch;0
juridische;0
justitieel;0
justitiele;0
juweeltje;0.6
kaarsrecht;0.1
kaarsrechte;0.1
kaduke;-0.4
kaduuk;-0.4
kakelvers;0.2
kakelverse;0.2
kalm;0.4
kalme;0.4
kankerverwekkend;-0.6
kankerverwekkende;-0.6
kansarm;-0.1
kansarme;-0.1
kansloos;-0.4
kansloze;-0.4
kansrijk;0.3
kansrijke;0.3
kant-en-klaar;0.6
kant-en-klare;0.6
kapot;-0.3
kapotte;-0.3
kardinaal;0.1
kardinale;0.1
karig;-0.3
karige;-0.3
karikaturaal;-0.3
karikaturale;-0.3
katholiek;0.1
katholieke;0.1
katoenen;0
katoenene;0
katterig;0
katterige;0
keigoed;1
keigoede;1
keihard;0.1
keiharde;0.1
keiig;0.7
keiige;0.7
kenmerkend;0
kenmerkende;0
kennelijk;0
kennelijke;0
kerks;0
kerkse;0
kerngezond;0.6
kerngezonde;0.6
kernwapenvrij;0.4
kernwapenvrije;0.4
ketters;-0.6
ketterse;-0.6
keurig;0.4
keurige;0.4
kien;0.8
kiene;0.8
kies;0
kiesgerechtigd;0.1
kiesgerechtigde;0.1
kieze;0
kil;-0.6
kille;-0.6
kilometerslang;-0.1
kilometerslange;-0.1
kinderachtig;-0.4
kinderachtige;-0.4
kinderlijk;-0.2
kinderlijke;-0.2
kinderloos;-0.5
kinderloze;-0.5
kinds;-0.1
kindse;-0.1
kiplekker;0.3
kiplekkere;0.3
klaaglijk;-0.7
klaaglijke;-0.7
klaar;0.4
klaarblijkelijk;0
klaarblijkelijke;0
klaarlicht;0.5
klaarlichte;0.5
klagen;-0.3
klagerig;-0.4
klagerige;-0.4
klam;-0.1
klamme;-0.1
klare;0.4
klassiek;0
klassieke;0
klef;-0.6
kleffe;-0.6
klein;-0.2
kleinburgerlijk;-0.6
kleinburgerlijke;-0.6
kleine;-0.2
kleinzerig;-0.6
kleinzerige;-0.6
kleinzielig;-0.7
kleinzielige;-0.7
klemmend;-0.4
klemmende;-0.4
kleurig;-0.1
kleurige;-0.1
kleurloos;-0.5
kleurloze;-0.5
kleurrijk;0.6
kleurrijke;0.6
kleverig;-0.4
kleverige;-0.4
klierig;0
klierige;0
klimatologisch;-0.5
klimatologische;-0.5
klinisch;0.1
klinische;0.1
klinkklaar;0.4
klinkklare;0.4
kloek;-0.2
kloeke;-0.2
kloosterlijk;0
kloosterlijke;0
kloot;-0.2
klote;-0.5
kloten;-0.2
klucht;-0.6
kluchtig;0.3
kluchtige;0.3
klungelig;-0.6
klungelige;-0.6
knap;0.6
knappe;0.6
knapperig;0.1
knapperige;0.1
knobbelig;0
knobbelige;0
knoeierig;-0.5
knoeierige;-0.5
knokig;-0.2
knokige;-0.2
knullig;-0.6
knullige;-0.6
knus;0.8
knusse;0.8
koddig;0.5
koddige;0.5
koel;-0.6
koele;-0.6
koeltjes;-0.6
koeltjesse;-0.6
kogelrond;0
kogelronde;0
kogelvrij;0.1
kogelvrije;0.1
kokendheet;0
kokendhete;0
koket;0.3
kokette;0.3
kolderiek;-0.8
kolderieke;-0.8
koloniaal;-0.5
koloniale;-0.5
kolossaal;0.2
kolossale;0.2
komend;0
komende;0
komisch;0.8
komische;0.8
kommerlijk;-0.7
kommerlijke;-0.7
kommervol;-0.7
kommervolle;-0.7
kooplustig;0.1
kooplustige;0.1
koortsachtig;-0.1
koortsachtige;-0.1
koortsig;-0.2
koortsige;-0.2
kopen;0.1
kordaat;0.1
kordater;0.1
kort;0
kortaangebonden;-0.4
kortaangebondene;-0.4
kortdurend;0.1
kortdurende;0.1
korte;0
kortzichtig;-0.7
